Username,followers_old,size_old,found,UserID,is_private,mediacount,followers_new,followees,external_url,is_business_account,business_category_name,biography,full_name,is_verified,profile_pic_url,size_new
malloryervin,908223,makro,TRUE,230330942,FALSE,2690,908968,1859,https://linktr.ee/malloryervin,FALSE,None,YouTube + Podcast + Blog + Merch + #1 Bestselling Book of all things #livingfully®️ // wife + mom // Nashville,Mallory Ervin,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/277956410_3269576186621286_7848492908129388814_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=4QhXwB9pxMsAX-h4-0k&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfCqePSd9fIasftL7D_7C5TVuGSb6HJzabanY8RTLKSmQg&oe=6418DB15&_nc_sid=5e3072,makro
realcj_,931139,makro,TRUE,207332065,FALSE,71,949222,339,https://awal.ffm.to/gangsta,TRUE,None,“GANGSTA” OUT NOW 💯💯,CJ,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/109127611_667288367193368_4340810397238186126_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=5iWE1c2g_9YAX_QdI9X&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfA1nzI7Q4_d8FFyMf2UvSCHE9DItoM6eHNkNAKt_DvDHQ&oe=6418FBB9&_nc_sid=5e3072,makro
pnbrock,2900010,mega,TRUE,252606820,FALSE,108,2897680,1034,https://bigp.lnk.to/LuvMeAgain,FALSE,None,Independent Artist\nBig 🅿️,Pnb Rock,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/303772174_2852659088374416_3552648213300773004_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=100&_nc_ohc=6157OQ-j4A4AX_D4Xp1&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfAY8ApgWaL_NGCYv_pW98qQz-keBo85NPeuFWn_-3ht8g&oe=641AA0EF&_nc_sid=5e3072,mega
poohshiesty,3389925,mega,TRUE,308211724,FALSE,61,3434167,416,https://bigscarr.lnk.to/TheSecretWeapon,TRUE,None,"Lontrell Williams R&I #52490-509\nUSP VICTORVILLE\nU.S. PENITENTIARY\nP.O. BOX 3900\nADELANTO, CA  92301",King Shiesty,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/288745459_529260762316133_7751171126287109404_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=KB1AkMFooKQAX8Kzf_5&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDo1u3vZckxbpKOIQxQGcZAHNXRQ48_NFD04Qo5MyJm1Q&oe=641A5F86&_nc_sid=5e3072,mega
clarencenyc,3312050,mega,TRUE,12372046,FALSE,62,3324918,284,https://youtube.com/c/ClarenceNYCTV,FALSE,None,• SnapChat - clarence.nyc,Clarence White,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/323197460_1885699015100000_4604764406177896389_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=Zi4HbskMcpMAX-LZpA2&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDF9XjiXj2DyCvTcZubH-4wDFQuZtv33XxEHC7r3QPiZw&oe=64194E6A&_nc_sid=5e3072,mega
lightskinkeisha,2906638,mega,TRUE,44885686,FALSE,239,2910794,387,http://originalbaddieclub.com,TRUE,None,@originalbaddieclub,BigBankBeisha 🏦,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/332268752_137148045651959_6716157824321664936_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=Hwye-2i5fdIAX8cwiNn&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDXa46IkYEqcywr_7d62552SA-uniA1EIq1VDnlxdXubg&oe=6418CFCD&_nc_sid=5e3072,mega
leahmesser,3003404,mega,TRUE,572790274,FALSE,156,3014996,2383,https://www.amazon.com/gp/aw/d/B085LP4FVX/ref=tmm_kin_swatch_0?ie=UTF8,FALSE,None,"🌸 ɢɪʀʟᴍᴏᴍ 🌸\n📖 Author\n✨ʜᴏᴘᴇ, ɢʀᴀᴄᴇ & ғᴀɪᴛʜ✨\nBusiness Inquiries: @nicolemstegall Nicole@leahdawnmesser.com",Ḻєαн ᗰєѕѕєя ♕✰,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/330018789_146268468323975_5810219765941969241_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=caPDB3DKJgkAX-EJ_ga&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfArh2Q2nLO0r8TMPrP96SYYscrPY768wKzZwgjyIlmkIQ&oe=6419A474&_nc_sid=5e3072,mega
ezekielelliott,2859535,mega,TRUE,18691775,FALSE,1113,2855758,2330,https://promo.oncoregolf.com/zekegolfball/,FALSE,None,Americas Team. The Ohio State Buckeyes,Ezekiel Elliott,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/316941295_885462669117424_3633933923301868065_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=t4q_LcgqktgAX-pz8uL&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfAaSWfSj96CoRFUfbmUgboGqQoyc3_rn9hyqTxj4AX4vw&oe=641A70EC&_nc_sid=5e3072,mega
keyglock,2890599,mega,TRUE,1603477965,FALSE,183,2944482,0,http://keyglock.com,TRUE,None,𝕻𝖆𝖕𝖊𝖗 𝖗𝖔𝖚𝖙𝖊 𝖊𝖒𝖕𝖎𝖗𝖊 ⚔️ 𝕮𝖚𝖙𝖙𝖍𝖗𝖔𝖆𝖙,GLiZOCK🌹,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/328021058_626981082525092_1242274787393073228_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=jYjNVub4mKwAX_6YPHh&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfBt_27uIhS9Z3mQFSm3OK8vk_Nnc6k3ftLeHrvgFmTMIA&oe=6419D776&_nc_sid=5e3072,mega
jaydayoungan,2864776,mega,TRUE,232956544,FALSE,199,2871737,21,https://youtu.be/RZifYTo4dZE,FALSE,None,Forever 23 2x Album 2/3/23,JayDaYoungan2️⃣3️⃣,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/289547167_1158251638330973_559767150956928171_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=i54ZmBYpPDMAX8otY5D&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDa6eHdWoRAj-AzmO4932e73LUADqxAcRGtP2LibztxNg&oe=641A870D&_nc_sid=5e3072,mega
ash.kaashh,3198036,mega,TRUE,7520530872,FALSE,171,3196442,187,https://hoo.be/ash,FALSE,None,@FashionNova ambassador\nBusiness ashkaashhmgmt@gmail.com 💌,BabyGirlStassey23,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/210674755_205892628114223_4180714001733999343_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=ZKrbAuuhU8kAX9a-JRe&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDpVPxezxnymKJr71zEhQQkW-oqauCeA3DDUzOVr2UZ5g&oe=6418BE0F&_nc_sid=5e3072,mega
new_era8,3189218,mega,TRUE,270079079,FALSE,74,3193073,264,https://www.oculus.com/experiences/quest/4193975210678121,FALSE,None,Business Inquiries Email: \nInfo@lamarjacksonenterprises.com \n@forever8dreamer @playactionsoulfoodandmore @ljwrites2 @ljentertainment22 @era8apparel,Lamar Jackson,TRUE,https://instagram.frba1-2.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ad=z-m&_nc_ht=instagram.frba1-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=GH3c8z971AkAX-_j3Qv&edm=ADC4IB4BAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AfCnrCMBsv0op2HskILntsnTCfK45_scwwuY9mQWR-gV_g&oe=6419130F&_nc_sid=e519cc,mega
shawnjohnson,3802681,mega,TRUE,13595221,FALSE,3514,3866377,3680,http://bit.ly/3YS8Lhs,TRUE,None,Wife. Mom. Olympian. NYT Bestselling Author. YouTuber. \nshawnjohnsonmgmt@gmail.com\nWorking with @familymademedia,Shawn Johnson East,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/253833502_282237577124942_3859359396103200868_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=j_LBAs7gqdgAX-ZYDxP&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfAcqzWiNAjfZGdWSVd4s4y5ki3OPKHpP9SOgAC2_76ZLQ&oe=6419D4EC&_nc_sid=5e3072,mega
janiameshell,3408583,mega,TRUE,7748195030,FALSE,80,3472422,32,https://www.amazon.com/baby-reg/jania-meshell-april-2023-atlanta/1Z1S4CP14FQHQ?ref_=cm_sw_r_mwn_dp_127NMWDTYAXXZH61Z4KP,FALSE,None,"P.O Box 570764 Atlanta, GA 30357\n@FashionNova Ambassador",Nameless🤫,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/322664506_160841853350859_8929487229151498656_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=FohCliZ4TMYAX-gQ_Wx&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfBd23QKkeSNVyxu09Y-fLTWPkY9giRkJi4qsGPc2npoIA&oe=641946F5&_nc_sid=5e3072,mega
brentfaiyaz,3402051,mega,TRUE,1406354788,FALSE,104,3517855,4,https://youtu.be/CHtfJ-UZJM4,FALSE,None,Supremacy.,Brent Faiyaz,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/331162482_1246241922770958_7136942625621719184_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=bJA95xzisycAX80GI0c&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfBcwBY1YEwjkc5GEKpK2UwYX5AW8bi04LBOiMkYUyBcOA&oe=641950CD&_nc_sid=5e3072,mega
inagarten,3911523,mega,TRUE,440373836,FALSE,1101,3957909,219,http://www.barefootcontessa.com/instagram/,TRUE,None,Barefoot Contessa cookbooks and TV,Ina Garten,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/11856629_472666592904980_1372410474_a.jpg?_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=keIr999LmxsAX8ZGjYZ&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDtxkCTdNa3D232uiVbZPobBuC1kQFuQ_s7subQ8qljWw&oe=641944FA&_nc_sid=5e3072,mega
jonathandavissofficial,3550705,mega,TRUE,220987151,FALSE,116,4273406,996,https://hoo.be/jonathan,TRUE,None,My friends call me JD,JD,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/323682589_118840574250728_1880304744736131386_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=5v5SBYLBbUYAX_rE1vh&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDxTdfAad4dpztqauO0afhWGSdRSkNLFYjzFDkjVblEPA&oe=6419CF60&_nc_sid=5e3072,mega
yungeenace,3590811,mega,TRUE,302066757,FALSE,147,3626906,280,https://yungeen-ace.lnk.to/survivor,TRUE,None,For Bookings/Features: @markjfmf BookYungeenAce@gmail.com \nCHLOE ❤️\n“Industry Invasion” OUT NOW LINK👇🏾👇🏾🅰️TK,Official ACE♠️,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/317097715_702875154341221_958239626083811101_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=ZvhZdKuNXYgAX_REM6j&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfAhrYxcDnzYKrp4QNU4swKcKTlDUMkbB1FZ1EQKzAgq1w&oe=6418AFA0&_nc_sid=5e3072,mega
zonniquejailee,3875711,mega,TRUE,11601114,FALSE,586,3888930,1177,https://linktr.ee/zonnique,FALSE,None,🌻👾\nBooking📧:bookingzonniquejailee@gmail.com,Zonnique,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/275622432_345595737505128_6657685759425420668_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=xMDXz-8QPlkAX9noLcH&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfC9XK2hAZyb4VcIrd3snu9Y979MiQJHmuzUBxSgiUQHjQ&oe=641A0C31&_nc_sid=5e3072,mega
quando_rondo,3883144,mega,TRUE,4353001385,FALSE,227,3899629,212,https://youtu.be/2QRWPouGltM,TRUE,None,1️⃣6️⃣ Ⓜ️1️⃣…..,NA,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/334622221_921984655659254_701268567216558999_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=fhurhIOz8hwAX_5yopg&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfCgYpvWlQath0gzxjERdd0ByIqkWcBILCDHAyZM8tSsUg&oe=6419D680&_nc_sid=5e3072,mega
joeyb_9,3838657,mega,TRUE,1080747837,FALSE,159,3865936,799,https://joeburrow.org,FALSE,None,Cincinnati Bengal. Athens ➡️➡️ Columbus ➡️➡️Baton Rouge ➡️➡️ Cincinnati,Joe Burrow,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/175810098_1130465154097892_1872090369467742659_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=HtBLxOS8XEUAX-jOkQy&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfB9BWn1HcTs-krhq1FLGyPUAVp0sGKetDa1ZXuwB-zexA&oe=641938A1&_nc_sid=5e3072,mega
ballerinafarm,3433773,mega,TRUE,2314137791,FALSE,782,4049055,445,http://www.ballerinafarm.com/,FALSE,None,🌾Married to @hogfathering 🌾Mothering 7 littles🌾Juilliard ballerina 🌾 Mrs. Utah 2021🌾City folk turned ranchers🌾Shipping meat/sourdough/kitchen/flowers🌾,Hannah @Ballerina Farm,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/241431544_360268672411495_2736791266240553903_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=PeSZORPJPSAAX-GtrI8&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDEir6-EytDJzCEt05CVHmgyXXrxv88s2FW_nqYhcz84Q&oe=641A7790&_nc_sid=5e3072,mega
domowilsonmusic,2727412,mega,TRUE,4618347908,FALSE,249,2736139,107,https://pf-invite.onelink.me/Rpz1/ljtca0w3,TRUE,None,Mama to @TheDomonicWilson 👦🏽💙\n👻: @ DomoWilsonIsBae \nFuture Doctor 👩🏽‍⚕️ \nPhotography page: @DomoWilsonPhotography 📸,Domo Wilson 🌹,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/332970550_2781504838650657_5993147471240315594_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=j0AxakgfaKUAX-upTEA&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDT7dEc1eEq2YM3rjOCz2MprFEMANMUo7bZqBgiuLeyog&oe=641A1864&_nc_sid=5e3072,mega
shannonsharpe84,2551993,mega,TRUE,811235484,FALSE,3619,2579404,476,https://leportiercognac.com/products/shay-by-le-portier/,TRUE,Creators & Celebrities,"Savannah State Alumni, 3X Super Bowl Champ, Pro Football Hall of Fame.",Shannon Sharpe,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/58603069_347728939265023_6853922181189992448_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=O5QZgf8hG6YAX8x0Nua&edm=AKEQFekBAAAA&ccb=7-5&oh=00_AfD2j4Keq7m-KZEzqcQ0tGHZY47scTghV3AemApF_pMEhw&oe=6419AC6F&_nc_sid=035b3a,mega
lilbibby_,2290959,mega,TRUE,239231758,FALSE,280,2289989,382,None,FALSE,None,@gradea,Lil Bibby,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/300002630_473313194667401_7773798527634379906_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=RYFJIZ0F7O8AX_n1JfM&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDkX2v_DX0EXrsRwj2neDYihQeQ6kBmZz9eEexrkfQVrQ&oe=6419AB4D&_nc_sid=5e3072,mega
hannahbrown,2701706,mega,TRUE,28780669,FALSE,1100,2723010,1736,None,FALSE,None,New York Times Bestselling Author 📖\nJust trying to get a little bit better every day 🙏\nFor Inquires: hannahbrownteam@unitedtalent.com,Hannah Brown,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/67841551_1031738843699222_3407438400502890496_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=YpsnQ8i6A-UAX9CzgS9&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfCcsEDJ_4fBiCXe8B0JFlWX5kQgJQfVtZiJEE3ExFBWjw&oe=64195FE7&_nc_sid=5e3072,mega
alexandracooper,2355360,mega,TRUE,25464213,FALSE,211,2375455,438,http://www.callherdaddy.com/,FALSE,None,Host of @callherdaddy,Father Cooper,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/127997134_2759243287629993_8896618073153952245_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=QgE4JOUPCykAX_dzgV4&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDYGgpe5ORKf6C_fI5xTptIprM_RpSf6IG2_03Md3rFWw&oe=6419EB10&_nc_sid=5e3072,mega
stassischroeder,2775985,mega,TRUE,302787600,FALSE,1845,2854636,835,https://www.stassischroeder.com/themommydearesttour/,FALSE,None,Hartford’s mom 🧟‍♀️\n2x NYT Bestselling author 📘\nPodcaster 🎤 \n@thegoodthebadthebaby 🐻,Stassi Schroeder Clark,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/272707637_669774117493468_711908370017223637_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=gPDM9q26onEAX8-flvB&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDNqLyfTnjZPvM4VeOoqzYzOsAXHzgV_aWHFJWj45vQoQ&oe=6419A814&_nc_sid=5e3072,mega
tylerjcameron,2254170,mega,TRUE,14782346,FALSE,480,2259722,1725,https://andreaccameronfoundation.com/,FALSE,None,- Florida Man \n- Through love serve one another\n- click the link to get involved with the @accfdn,Tyler Cameron,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/293828607_373425601583233_9169018715574406590_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=-XGYYfxURcIAX_gasdR&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfBtnZlkHBG_1aUTo2YIAWFFL4jZKTIry4ljg0QtrEeVlQ&oe=641A4523&_nc_sid=5e3072,mega
brittanyaldean,2431613,mega,TRUE,21573172,FALSE,2530,2439515,1067,https://brittanyaldean.komi.io,FALSE,None,▫️Memphis and Navy’s Mom\n▫️Asphalt Cowboy’s Wife\n▫️Animal Lover \n▫️Unapologetically Conservative,Brittany Aldean,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/313219096_1245318932868334_3093584572309091491_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=ueAH4yC5Q3kAX9SUwfA&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDrTBLliKBRnQXW-9d7lFQbISV5FlQ6DnFMPgOUSy-PBw&oe=641A1055&_nc_sid=5e3072,mega
horo.scopesdaily,2681748,mega,TRUE,1751223762,FALSE,6032,2664281,3334,https://click.421.media/RB,TRUE,None,🔮The best daily horoscopes & sign specific facts\n@horoscopes mystical muse brought to you by @mrkylethomas,"Only the stars know, fam ✨",FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/150672144_482721082733420_6412399066514898111_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=IAxg0osNVrkAX_PXYey&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfB2nkmsaFfqSjOTJRqR7NW691gheVBX0_QLCmIjTSkpzA&oe=641A9AD8&_nc_sid=5e3072,mega
laur_akins,2749170,mega,TRUE,28171903,FALSE,1685,2756834,220,https://lnk.bio/laur_akins,TRUE,None,🤍: Isaiah 6:8 \n💍: @ThomasRhettAkins\n👧🏾: Willa Gray\n👧🏼: Ada James\n👧🏽: Lennon\n👶🏼: Lillie\n🐾: Kona+Cash \n💛: @loveoneint\n🍊: #GBO #VFL\n🎄: obsessed,Lauren Akins,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/18298463_305427003227807_5265434672862593024_a.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=111&_nc_ohc=Biqr4u-5j7oAX_i9NQe&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDq8f55d0sw9_vuyOFUieohJM4QWQTSC3tl91SdHBFBVA&oe=6418E22D&_nc_sid=5e3072,mega
slaybyella_,2301301,mega,TRUE,2286505290,FALSE,387,2295982,376,http://slaybyellacloset.com,TRUE,None,@slaybyellaco,NA,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/295640010_187677800358519_4656542892312883893_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=At2rKyal-QUAX9-SJrN&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfCL-yMlvlPurYb9MWHXBqobGwVRbIaL-kSNhS2awcXICg&oe=641961AA&_nc_sid=5e3072,mega
joelle_fletcher,2673466,mega,TRUE,28915040,FALSE,829,2676716,1485,None,FALSE,None,Host of #CashPad on @cnbc\nHost of #TheBigD   \n#TheBachelorette 12 🌹 @abcnetwork \nInquiries: Asst.jojofletcher@gmail.com,JoJo Fletcher,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/309454116_3435274376702661_3274627230295887224_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=Uco_wBjW6qIAX8hxRmb&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDcRfgPTPrCxiQ7abeUOonkFqF8-JFEQJtgPwNCOF34mA&oe=64198259&_nc_sid=5e3072,mega
carririchardson_,2294608,mega,TRUE,342441068,FALSE,37,2278421,397,https://youtu.be/hkzdd8mZa9I,FALSE,None,☀️🌑🔥🌊🔋,ShaCarri Richardson,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/280121116_1402663743502235_4524452799495867692_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=111&_nc_ohc=lW5Q1EB5zNYAX_sWkhQ&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfCcX2VnoA_eYCjoFWr9Ge46jowG05VId6vvBYJxfai6CQ&oe=641958AF&_nc_sid=5e3072,mega
arrogant_tae123,2479467,mega,TRUE,51395479,FALSE,22510,2493702,7513,https://hoesmad.la/,TRUE,None,#THEFLAWLESSEXPERIENCE👑Hairstylist! Young & talented💪  Chi-ATL🤘🏾promo inquiries ONLY: taeforpresident@gmail.com,arrogant_tae123 🐐,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/44501587_579743449143680_22372016493428736_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=SooaKMVgWaQAX-rEOmK&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDxPIeYD9yWvuuWvs7sjunZdbcHYnUgwDkQELnPOgFyTw&oe=64193308&_nc_sid=5e3072,mega
dc_draino,2362360,mega,TRUE,4331071170,FALSE,5465,2375678,654,http://dcdraino.com,FALSE,None,Politics for Patriots🇺🇸\nHusband\nLawyer & Civil Rights Activist\nCitizen Journalist\nAnti-White Supremacy🙅🏻‍♂️\nEmail for business,Rogan O’Handley,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/278616521_106504148645965_3488212215501734004_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=pQZycW4Aiu8AX8Hu0ta&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfDqgMaI7Zh0-OmFu_SQ_3wwN9MWhhheClpPtGVpSCIkiA&oe=6418E72E&_nc_sid=5e3072,mega
the_typical_liberal,2722376,mega,TRUE,1539151608,FALSE,6318,2731198,1407,https://publicsq.mobi/Patriots,FALSE,None,Grant Godwin - God Bless America 🇺🇸 \n Citizen-Journalist Fighting for Truth 🗣\n RUNNING FOR CONGRESS EVENTUALLY 🇺🇸 \n🍯Venmo tip jar: typical-liberal,#1 in Exposing Liberal Lies,FALSE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/278779542_111460941539188_6477545263660471901_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=Z5814RQOeToAX9hzUbT&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfC9a3WIS10mm4zdh540F6WInvBYMnOCd4xmqprki1knmQ&oe=6418F334&_nc_sid=5e3072,mega
latainax3,2733146,mega,TRUE,15095307,FALSE,569,2739985,630,None,TRUE,None,•Be{you}tiful 💋 •inquiries: taina@tainawilliams.com,Taina W,TRUE,https://scontent-muc2-1.cdninstagram.com/v/t51.2885-19/324717883_570912094508003_6125886286464519336_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-muc2-1.cdninstagram.com&_nc_cat=1&_nc_ohc=tgQESB9mdHsAX_9U2NX&edm=AKralEIBAAAA&ccb=7-5&oh=00_AfBxzpDjfAqffG63tXOWXcqE0MnIAMun99XNpxkpYFmiMg&oe=6418D5F7&_nc_sid=5e3072,mega
